name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
Jakarta,2023-06-07,33.7,25,28.9,39.3,25,32.2,23.9,75.9,0.029,100,8.33,rain,0,0,27,24.7,83,1010.2,43.3,5.4,198.5,17.2,7,30,2023-06-07T05:58:15,2023-06-07T17:44:46,0.61,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"96741099999,WIII,WIHH,96739099999,96749099999,96751099999,96749599999,96745099999"
Jakarta,2023-06-08,33.7,24.6,29.3,38.9,24.6,33.6,24.4,76.8,0.1,100,4.17,rain,0,0,38.9,28.3,74.3,1010.6,49.5,6.3,207.6,17.9,7,30,2023-06-08T05:58:29,2023-06-08T17:44:55,0.64,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"96741099999,WIII,96739099999,WIHH,96749099999,96751099999,96745099999,96749599999"
Jakarta,2023-06-09,33.3,24.6,29.3,38.4,24.6,33.3,24.2,76,0,0,0,rain,0,0,25.6,27.2,74.9,1009.7,38,6.1,237.5,20.6,8,10,2023-06-09T05:58:44,2023-06-09T17:45:04,0.68,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"96741099999,WIII,96739099999,WIHH,96749099999,96751099999,96745099999,96749599999"
Jakarta,2023-06-10,32.7,25.6,29.4,38.4,25.6,33.9,24.3,75.6,0,0,0,rain,0,0,21.6,14.8,79.1,1009.1,45.4,6,220.8,19,8,30,2023-06-10T05:58:58,2023-06-10T17:45:13,0.72,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"96741099999,WIII,96739099999,WIHH,96749099999,96751099999,96745099999,96749599999"
Jakarta,2023-06-11,34.4,24.6,29.4,37.2,24.6,32.7,23.2,71.8,0,0,0,rain,0,0,18.7,15.3,69.3,1009.2,41.9,6,238.3,20.6,8,10,2023-06-11T05:59:12,2023-06-11T17:45:23,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"96741099999,WIII,WIHH,96739099999,96749099999,96751099999,96749599999,96745099999"
Jakarta,2023-06-12,33.1,25.3,29.5,38.4,25.3,33.9,24,73.9,0.018,100,4.17,rain,0,0,24.8,23.9,89.3,1009.7,46.5,6.1,230.5,19.9,8,30,2023-06-12T05:59:26,2023-06-12T17:45:33,0.79,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"96741099999,WIII,WIHH,96739099999,96749099999,96751099999,96749599999,96745099999"
Jakarta,2023-06-13,34.1,25.6,29.8,41.5,25.6,35.2,24.9,76.2,0.145,100,8.33,rain,0,0,28.4,22.7,95.5,1009.4,46.1,5.9,222,19.3,8,30,2023-06-13T05:59:40,2023-06-13T17:45:44,0.82,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"96741099999,WIII,96739099999,WIHH,96749099999,96751099999,96745099999,96749599999"
Jakarta,2023-06-14,33.7,26,29,39.8,26,33.3,24.7,78.7,0.003,100,8.33,rain,0,0,29.2,22.3,126.2,1010.5,53.8,5.5,165.5,14.3,6,30,2023-06-14T05:59:55,2023-06-14T17:45:55,0.86,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"96741099999,WIII,96739099999,WIHH,96749099999,96751099999,96745099999,96749599999"
Jakarta,2023-06-15,33,25.3,29.1,38.3,25.3,33,24.1,76,0.015,100,4.17,rain,0,0,28.1,24.7,61.9,1010.2,45.7,5.6,199.8,17.4,7,30,2023-06-15T06:00:09,2023-06-15T17:46:06,0.89,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"96741099999,WIII,WIHH,96739099999,96749099999,96751099999,96749599999,96745099999"
Jakarta,2023-06-16,28.6,24.3,25.9,34,24.3,26.3,24.5,92,40.274,100,20.83,rain,0,0,22,13.3,205.7,1010.7,71.9,4.7,131.2,11.2,6,10,2023-06-16T06:00:23,2023-06-16T17:46:18,0.93,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"96741099999,WIII,WIHH,96739099999,96749099999,96751099999,96749599999,96745099999"
Jakarta,2023-06-17,31,24,27.3,36.8,24,29.8,24.2,84,0,0,0,,0,0,19.8,14.6,198.6,1010.4,57.7,5.8,195,16.9,7,30,2023-06-17T06:00:37,2023-06-17T17:46:30,0.96,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"96741099999,WIII,96739099999,WIHH,96749099999,96751099999,96745099999,96749599999"
Jakarta,2023-06-18,31.7,25.3,28,38.5,25.3,31.6,24.9,83.7,0.009,100,4.17,rain,0,0,23.4,14.8,48.3,1010.1,50,5.8,216.5,18.8,8,30,2023-06-18T06:00:51,2023-06-18T17:46:42,0,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"96741099999,WIII,96739099999,WIHH,96749099999,96751099999,96745099999,96749599999"
Jakarta,2023-06-19,32,25,27.1,39.5,25,29.8,24.7,87.6,26.594,100,16.67,rain,0,0,20.2,12.7,244.2,1010.5,67.3,5.7,175.6,15.2,8,30,2023-06-19T06:01:04,2023-06-19T17:46:55,0.03,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"96741099999,WIII,96739099999,WIHH,96749099999,96751099999,96745099999,96749599999"
Jakarta,2023-06-20,33,24,28.7,38.4,24,32.2,24.1,77.7,0,0,0,rain,0,0,20.2,19.5,86.2,1010.5,45.2,6.2,223.3,19.3,8,30,2023-06-20T06:01:18,2023-06-20T17:47:07,0.07,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"96737099999,96741099999,WIII,WIHH,96739099999,96749099999,96751099999,96749599999,96745099999"
Jakarta,2023-06-21,32.7,26.6,29.2,40.2,26.6,34.4,25.1,79.4,0.009,100,4.17,rain,0,0,21.6,17.8,57.6,1010.5,55.6,5.2,205.6,17.8,8,30,2023-06-21T06:01:31,2023-06-21T17:47:20,0.1,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"96741099999,WIII,96739099999,WIHH,96749099999,96751099999,96745099999,96749599999"
Jakarta,2023-06-22,33.3,25,29.1,40.8,25,33.2,24.6,77.8,2.913,100,8.33,rain,0,0,23,22.9,50.2,1009.7,51.8,5.4,219,18.9,8,30,2023-06-22T06:01:44,2023-06-22T17:47:33,0.13,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"96741099999,WIII,96739099999,WIHH,96749099999,96751099999,96745099999,96749599999"
Jakarta,2023-06-23,33,26,29.3,39.1,26,33.8,24.7,77.6,0.965,100,4.17,rain,0,0,18,15.2,82.5,1009.3,57.3,5.8,180.7,15.5,6,30,2023-06-23T06:01:57,2023-06-23T17:47:47,0.16,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"96741099999,WIII,WIHH,96739099999,96749099999,96751099999,96749599999,96745099999"
Jakarta,2023-06-24,32.7,26,28.9,39.8,26,33.6,24.9,79.8,0.108,100,4.17,rain,0,0,18,13,328.3,1008.9,58.9,5.4,213.2,18.5,8,30,2023-06-24T06:02:10,2023-06-24T17:48:00,0.2,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"96741099999,WIII,WIHH,96739099999,96749099999,96751099999,96749599999,96745099999"
Jakarta,2023-06-25,32.4,25,27.9,38,25,30.9,24.5,82.7,34.047,100,20.83,rain,0,0,48.2,19.5,156.7,1008.7,59.9,5.3,207.7,18.2,8,30,2023-06-25T06:02:22,2023-06-25T17:48:14,0.23,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"96741099999,WIII,96739099999,WIHH,96749099999,96751099999,96745099999,96749599999"
Jakarta,2023-06-26,31.7,24,28,37.5,24,31.2,24.1,80.3,0,0,0,rain,0,0,18.7,17.3,351.6,1009.5,47.7,5.6,200.4,17.4,7,10,2023-06-26T06:02:34,2023-06-26T17:48:27,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"96741099999,WIII,96739099999,WIHH,96749099999,96751099999,96745099999,96749599999"
Jakarta,2023-06-27,32.7,24,28.2,38.9,24,31.2,23.9,78.6,0.374,100,12.5,rain,0,0,17.6,17.9,254.7,1010.4,55.2,5.8,205.2,17.9,7,10,2023-06-27T06:02:46,2023-06-27T17:48:41,0.29,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"96741099999,WIII,96739099999,WIHH,96749099999,96751099999,96745099999,96749599999"
Jakarta,2023-06-28,33.3,24.3,28.9,38.5,24.3,31.9,23.2,73.1,0.03,100,4.17,rain,0,0,18,19.5,46.8,1010.9,49.4,6.6,217.5,18.8,7,10,2023-06-28T06:02:57,2023-06-28T17:48:55,0.33,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"96741099999,WIII,WIHH,96739099999,96749099999,96751099999,96749599999,96745099999"
Jakarta,2023-06-29,32.7,25,28.6,38.9,25,32,24.2,78.2,30.908,100,8.33,rain,0,0,19.4,17.6,234.7,1010.4,55.9,6.8,213.3,18.4,8,10,2023-06-29T06:03:08,2023-06-29T17:49:08,0.36,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"96741099999,WIII,WIHH,96739099999,96749099999,96751099999,96749599999,96745099999"
Jakarta,2023-06-30,32.8,26,29,40.3,26,32.8,24.1,75.7,0,0,0,rain,0,0,20.5,20.1,64.2,1009.9,54.2,6.8,211.2,18.1,7,30,2023-06-30T06:03:18,2023-06-30T17:49:22,0.39,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"96737099999,96741099999,WIII,WIHH,96739099999,96749099999,96751099999,96749599999,96745099999"
Jakarta,2023-07-01,32.7,25.3,28.4,38.9,25.3,32.1,24.5,80.1,0.003,100,4.17,rain,0,0,22,14,278.5,1010.6,54.7,5.6,203.4,17.6,7,30,2023-07-01T06:03:28,2023-07-01T17:49:36,0.43,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"96741099999,WIII,96739099999,WIHH,96749099999,96751099999,96745099999,96749599999"
Jakarta,2023-07-02,32.7,25.3,28.8,38.4,25.3,33.3,24.5,78.3,0,0,0,rain,0,0,25.2,21.1,30.1,1011.5,54,6,199.2,17.2,7,10,2023-07-02T06:03:38,2023-07-02T17:49:49,0.46,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"96741099999,WIII,96739099999,WIHH,96749099999,96751099999,96745099999,96749599999"
Jakarta,2023-07-03,32.7,26,28.8,38,26,32.5,24.1,76.5,0,0,0,rain,0,0,20.2,16.3,336.7,1010.4,49.2,5.8,204.4,17.5,7,10,2023-07-03T06:03:47,2023-07-03T17:50:03,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"96741099999,WIII,WIHH,96739099999,96749099999,96751099999,96749599999,96745099999"
Jakarta,2023-07-04,32.1,25,28.4,37.8,25,31.8,23.9,77.2,0,0,0,rain,0,0,17.6,15.8,263.9,1009.6,49.2,6.4,207.2,17.9,7,10,2023-07-04T06:03:56,2023-07-04T17:50:16,0.53,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"96741099999,WIII,96739099999,WIHH,96749099999,96751099999,96745099999,96749599999"
Jakarta,2023-07-05,33,24.3,28.6,38.9,24.3,32.3,24,77.5,0.022,100,4.17,rain,0,0,19.4,21.3,94.9,1009.2,47.6,5.4,215.4,18.6,8,10,2023-07-05T06:04:04,2023-07-05T17:50:29,0.56,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"96741099999,WIII,96739099999,WIHH,96749099999,96751099999,96745099999,96749599999"
Jakarta,2023-07-06,29.7,25.3,27.4,35.2,25.3,30.8,24.7,84.9,4.951,100,16.67,rain,0,0,24.5,11.2,256.1,1010.8,57.1,5.3,177.1,15.3,7,30,2023-07-06T06:04:11,2023-07-06T17:50:43,0.6,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"96741099999,WIII,96739099999,WIHH,96749099999,96751099999,96745099999,96749599999"
Jakarta,2023-07-07,31,24.3,26.7,37.9,24.3,28.2,24.3,87.2,1.409,100,16.67,rain,0,0,29.5,17.8,102.5,1011.8,55.6,4.8,193.2,16.8,7,10,2023-07-07T06:04:18,2023-07-07T17:50:56,0.63,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"96741099999,WIII,96739099999,WIHH,96749099999,96751099999,96745099999,96749599999"
Jakarta,2023-07-08,32,24,27.6,38.1,24,30,23.9,81.4,0.223,100,8.33,rain,0,0,26.6,23.6,73,1011.7,60.8,5.5,174.5,15.1,6,30,2023-07-08T06:04:25,2023-07-08T17:51:08,0.67,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"96741099999,WIII,96739099999,WIHH,96749099999,96751099999,96745099999,96749599999"
Jakarta,2023-07-09,32.7,24,28.4,37.3,24,31.4,23.7,77,0,0,0,,0,0,27.4,27.2,83.2,1009.9,49.9,6.1,219.5,18.9,8,10,2023-07-09T06:04:31,2023-07-09T17:51:21,0.7,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"96741099999,WIII,96739099999,WIHH,96749099999,96751099999,96745099999,96749599999"
Jakarta,2023-07-10,32.7,26.3,29.2,38.8,26.3,33.3,23.9,73.8,0.042,100,8.33,rain,0,0,29.5,26.7,77.4,1009.9,53.3,6.6,159.3,13.8,6,30,2023-07-10T06:04:36,2023-07-10T17:51:33,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"96741099999,WIII,96739099999,WIHH,96749099999,96751099999,96745099999,96749599999"
Jakarta,2023-07-11,32.7,24.3,29,38,24.3,32.4,23.5,73.7,0,0,0,rain,0,0,20.2,19,34,1010.6,44.1,6,244.2,21,9,10,2023-07-11T06:04:41,2023-07-11T17:51:45,0.77,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"96741099999,WIII,96739099999,WIHH,96749099999,96751099999,96745099999,96749599999"
Jakarta,2023-07-12,32.7,25,28.9,38.9,25,32.8,23.9,75.3,0.068,100,8.33,rain,0,0,18.4,15.3,310,1010.6,54.5,5.2,218.4,18.9,7,10,2023-07-12T06:04:45,2023-07-12T17:51:57,0.81,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"96741099999,WIII,WIHH,96739099999,96749099999,96751099999,96749599999,96745099999"
Jakarta,2023-07-13,32.7,25,28.8,36.4,25,31.7,23.4,74.1,0.002,100,4.17,rain,0,0,19.1,17.3,300.7,1010.9,55.4,6,205.2,17.7,7,10,2023-07-13T06:04:49,2023-07-13T17:52:09,0.84,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"96741099999,WIII,WIHH,96739099999,96749099999,96751099999,96749599999,96745099999"
Jakarta,2023-07-14,33,25,28.7,37.7,25,31.8,23.3,73.7,0.002,100,4.17,rain,0,0,20.2,15.7,240.4,1010.8,53.4,5.9,225.2,19.5,8,30,2023-07-14T06:04:51,2023-07-14T17:52:20,0.88,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"96741099999,WIII,96739099999,WIHH,96749099999,96751099999,96745099999,96749599999"
Jakarta,2023-07-15,32,26,29,37.5,26,32.7,23.4,72.2,0,0,0,rain,0,0,18.7,18.2,334.5,1010.5,54.4,6.3,208.5,18,8,10,2023-07-15T06:04:54,2023-07-15T17:52:31,0.91,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"96741099999,WIII,96739099999,WIHH,96749099999,96751099999,96745099999,96749599999"
Jakarta,2023-07-16,32.7,25,29,38.9,25,32.7,23.7,73.9,0,0,0,rain,0,0,20.5,13,293,1010,51.7,6,203,17.4,7,10,2023-07-16T06:04:55,2023-07-16T17:52:42,0.95,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"96741099999,WIII,WIHH,96739099999,96749099999,96751099999,96749599999,96745099999"
Jakarta,2023-07-17,33.4,24.3,29.1,38.7,24.3,31.9,22.4,68.7,0,0,0,rain,0,0,21.6,23.1,80.3,1009.2,39.8,6.2,244,21,8,10,2023-07-17T06:04:56,2023-07-17T17:52:52,0.98,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"96741099999,WIII,WIHH,96739099999,96749099999,96751099999,96749599999,96745099999"
Jakarta,2023-07-18,33,23.6,28.6,36.3,23.6,30.6,21.8,68.4,0,0,0,,0,0,25.9,27.7,81.7,1010,38,6.5,253,21.9,9,10,2023-07-18T06:04:56,2023-07-18T17:53:02,0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"96741099999,WIII,96739099999,WIHH,96749099999,96751099999,96745099999,96749599999"
Jakarta,2023-07-19,33.7,24,28.7,36.2,24,30,20.6,64,0,0,0,,0,0,18.4,27.2,77,1009.5,36.1,6.1,247,21.5,9,10,2023-07-19T06:04:56,2023-07-19T17:53:11,0.05,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"96741099999,WIII,96739099999,WIHH,96749099999,96751099999,96745099999,96749599999"
Jakarta,2023-07-20,33.1,23.6,28.2,34,23.6,29.1,19.5,61.3,0,0,0,,0,0,19.8,18.4,320.5,1009.4,43,6.4,214.9,18.5,8,10,2023-07-20T06:04:55,2023-07-20T17:53:20,0.08,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"96737099999,96741099999,WIII,96739099999,WIHH,96749099999,96751099999,96745099999,96749599999"
Jakarta,2023-07-21,33.4,24.7,28.5,35.9,24.7,30.7,22,69.4,0,0,0,,0,0,26.6,20.6,4.8,1011.1,43.7,6.1,212.6,18.4,8,10,2023-07-21T06:04:53,2023-07-21T17:53:29,0.11,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"96741099999,WIII,WIHH,96739099999,96749099999,96751099999,96749599999,96745099999"
Jakarta,2023-07-22,32.6,26,28.8,37.6,26,31.6,22.7,70.5,0,0,0,,0,0,25.2,22.3,33.8,1011.7,42.3,5.9,204.6,17.5,7,10,2023-07-22T06:04:50,2023-07-22T17:53:37,0.15,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"96741099999,WIII,96739099999,WIHH,96749099999,96751099999,96745099999,96749599999"
Jakarta,2023-07-23,33,24.6,28.8,37.6,24.6,31.7,22.9,71.5,0,0,0,rain,0,0,26.3,19.5,60.3,1011.3,44.1,6,216.8,18.6,7,10,2023-07-23T06:04:47,2023-07-23T17:53:45,0.18,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"96741099999,WIII,96739099999,WIHH,96749099999,96751099999,96745099999,96749599999"
Jakarta,2023-07-24,31.1,24,27.7,37.7,24,31.1,24.4,82.9,0.121,100,12.5,rain,0,0,25.6,16.4,326.8,1011.2,53.9,5.2,204.9,17.7,8,30,2023-07-24T06:04:42,2023-07-24T17:53:53,0.21,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"96741099999,WIII,WIHH,96739099999,96749099999,96751099999,96749599999,96745099999"
Jakarta,2023-07-25,31.4,24,27.8,36.5,24,30.8,24,80.4,0,0,0,rain,0,0,19.8,11.2,314,1011.3,53.4,4.6,196.3,16.9,7,30,2023-07-25T06:04:38,2023-07-25T17:54:00,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"96741099999,WIII,WIHH,96739099999,96749099999,96751099999,96749599999,96745099999"
Jakarta,2023-07-26,31,25,27.9,35.1,25,30.7,23.2,76.5,0.017,100,8.33,rain,0,0,22,12.6,15.8,1012,54.3,5.4,207.1,17.9,7,10,2023-07-26T06:04:32,2023-07-26T17:54:06,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"96741099999,WIII,96739099999,WIHH,96749099999,96751099999,96745099999,96749599999"
Jakarta,2023-07-27,32.4,25,28.4,38.5,25,31.3,23.2,74.1,0,0,0,rain,0,0,19.4,14.2,15.8,1011.8,51.7,5.2,220.4,19,7,10,2023-07-27T06:04:26,2023-07-27T17:54:12,0.31,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"96741099999,WIII,96739099999,WIHH,96749099999,96751099999,96745099999,96749599999"
Jakarta,2023-07-28,33,25.3,28.8,35.8,25.3,30.9,21.8,67.5,0,0,0,rain,0,0,20.5,23.4,72.4,1011.2,39.4,6.1,185.3,16.1,7,10,2023-07-28T06:04:19,2023-07-28T17:54:18,0.35,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"96741099999,WIII,WIHH,96739099999,96749099999,96751099999,96749599999,96745099999"
Jakarta,2023-07-29,32.3,23.3,28.2,35.8,23.3,30.2,21.9,70.1,0,0,0,,0,0,25.9,27.2,73,1011.2,42.7,6.4,242.5,20.9,8,10,2023-07-29T06:04:11,2023-07-29T17:54:23,0.38,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"96741099999,WIII,WIHH,96739099999,96749099999,96751099999,96749599999,96745099999"
Jakarta,2023-07-30,33,23.6,28.4,36.1,23.6,30.1,22,70,0,0,0,,0,0,22.3,26.5,97,1011.1,46.8,6.4,238.6,20.7,8,10,2023-07-30T06:04:02,2023-07-30T17:54:28,0.41,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"96741099999,WIII,96739099999,WIHH,96749099999,96751099999,96745099999,96749599999"
Jakarta,2023-07-31,32.2,23.3,28.1,36,23.3,29.7,20.9,66.1,0,0,0,,0,0,44.6,28.3,72.2,1010.8,38.6,6.2,254.4,21.9,9,10,2023-07-31T06:03:53,2023-07-31T17:54:32,0.45,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"96741099999,WIII,96739099999,WIHH,96749099999,96751099999,96745099999,96749599999"
Jakarta,2023-08-01,33,23.3,28.7,37,23.3,31.2,22.3,70,0,0,0,,0,0,33.5,41.4,81.9,1011.1,33.6,7.1,251.3,21.6,9,10,2023-08-01T06:03:43,2023-08-01T17:54:36,0.48,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"96741099999,WIII,WIHH,96739099999,96749099999,96751099999,96749599999,96745099999"
Jakarta,2023-08-02,32.4,26.3,29,38,26.3,33.2,24,75.2,0.158,100,4.17,rain,0,0,24.8,13,107.1,1012.1,59.5,6.2,221.2,19.1,8,30,2023-08-02T06:03:32,2023-08-02T17:54:39,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"96741099999,WIII,96739099999,WIHH,96749099999,96751099999,96745099999,96749599999"
Jakarta,2023-08-03,33.4,25.3,29.4,39.5,25.3,33.9,24.2,74.6,0.014,100,8.33,rain,0,0,24.8,20.6,95.1,1012.6,42.7,5.8,233.1,20.2,8,30,2023-08-03T06:03:21,2023-08-03T17:54:41,0.55,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"96741099999,WIII,96739099999,WIHH,96749099999,96751099999,96745099999,96749599999"
Jakarta,2023-08-04,34.1,25,29.2,39.9,25,33.1,23.9,74.6,0,0,0,,0,0,24.1,27.2,75.5,1013.6,44,5.9,241.8,20.8,8,30,2023-08-04T06:03:09,2023-08-04T17:54:44,0.58,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"96741099999,WIII,96739099999,WIHH,96749099999,96751099999,96745099999,96749599999"
Jakarta,2023-08-05,33.4,24.7,29.1,38.4,24.7,32,22.7,69.7,0,0,0,,0,0,27.4,23.4,70.3,1013.6,43.5,5.9,241.8,21.1,9,10,2023-08-05T06:02:56,2023-08-05T17:54:45,0.62,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"96741099999,WIII,WIHH,96739099999,96749099999,96751099999,96749599999,96745099999"
Jakarta,2023-08-06,33.7,24,28.8,38.2,24,31.7,23.2,73.1,0,0,0,,0,0,21.6,21.8,57.2,1012.5,43.8,5.7,248.9,21.7,9,10,2023-08-06T06:02:42,2023-08-06T17:54:47,0.65,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"96741099999,WIII,WIHH,96739099999,96749099999,96751099999,96749599999,96745099999"
Jakarta,2023-08-07,33.7,23.7,28.5,38.5,23.7,31.6,23.4,75.1,0.2,100,4.17,rain,0,0,24.8,16.6,12,1011.3,40,5.4,244.4,21.2,8,10,2023-08-07T06:02:28,2023-08-07T17:54:47,0.69,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"96741099999,WIII,96739099999,WIHH,96749099999,96751099999,96745099999,96749599999"
Jakarta,2023-08-08,33.7,25,29.1,39.7,25,32.8,23.9,75.2,0,0,0,rain,0,0,25.9,25.4,63.4,1011.6,40.4,5.9,250.5,21.7,9,10,2023-08-08T06:02:13,2023-08-08T17:54:48,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"96741099999,WIII,96739099999,WIHH,96749099999,96751099999,96745099999,96749599999"
Jakarta,2023-08-09,33,24.3,28.9,37.2,24.3,32.5,23.6,74.4,0,0,0,,0,0,29.9,24,59.3,1012.5,43.9,6.2,248,21.3,8,10,2023-08-09T06:01:58,2023-08-09T17:54:47,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"96741099999,WIII,WIHH,96739099999,96749099999,96751099999,96749599999,96745099999"
Jakarta,2023-08-10,33.4,25,28.8,37,25,31.4,23,72.8,0,0,0,,0,0,23.8,25.6,56.9,1012.5,45.5,5.9,258.9,22.4,9,10,2023-08-10T06:01:41,2023-08-10T17:54:47,0.79,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"96741099999,WIII,96739099999,WIHH,96749099999,96751099999,96745099999,96749599999"
Jakarta,2023-08-11,32.7,25,28.6,36.8,25,31.7,23.5,75.4,0,0,0,,0,0,25.9,19.9,32.3,1012,45.1,5.2,262.1,22.6,9,10,2023-08-11T06:01:24,2023-08-11T17:54:45,0.82,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"96741099999,WIII,96739099999,WIHH,96749099999,96751099999,96745099999,96749599999"
Jakarta,2023-08-12,32.7,24.3,28.4,33.8,24.3,30,21.6,69.1,0,0,0,,0,0,33.8,20.1,68.6,1011.3,33.2,6.3,245.1,21.2,9,10,2023-08-12T06:01:07,2023-08-12T17:54:44,0.86,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"96741099999,WIII,96739099999,WIHH,96749099999,96751099999,96745099999,96749599999"
Jakarta,2023-08-13,32.7,23.3,27.9,36.2,23.3,29.8,22.2,73.3,0,0,0,,0,0,32.4,21.9,71.9,1011.2,36.3,5.9,236.7,20.4,8,10,2023-08-13T06:00:48,2023-08-13T17:54:42,0.89,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"96741099999,WIII,WIHH,96739099999,96749099999,96749599999,96745099999"
Jakarta,2023-08-14,33.4,23.3,28.4,36.7,23.3,30.4,22.1,70.8,0,0,0,,0,0,27,21.1,79.1,1011.5,43.6,6.2,256.2,22.3,9,10,2023-08-14T06:00:29,2023-08-14T17:54:39,0.93,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"96741099999,WIII,WIHH,96739099999,96749099999,96751099999,96749599999,96745099999"
Jakarta,2023-08-15,32.7,24,28.4,35.8,24,30.7,22.5,71.9,0,0,0,,0,0,25.6,17.3,67.9,1012.1,47.5,5.9,238.5,20.7,8,10,2023-08-15T06:00:10,2023-08-15T17:54:36,0.96,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"96741099999,WIII,96739099999,WIHH,96749099999,96751099999,96745099999,96749599999"
